platform,product_key,representative_product_name,category,brand_or_seller,appear_count,ranking_type_count,ranking_types_present,ranking_labels_present,is_in_multiple_ranking_types,best_rank,avg_rank,price_representative,price_median_across_appearances,review_count_representative,review_count_max,rating_representative,rating_median_across_appearances,rank_coupang_rank,rank_coupang_sales,rank_naver_buy_daily,rank_naver_buy_weekly,source_files
naver_shopping,여에스더 유산균 골드 pro,여에스더 유산균 골드 Pro,건강식품,에스더포뮬러,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,25,37.5,89000,89000.0,8866,8866,4.8,4.8,,,50,25,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,뉴케어 구수한맛 클래식 영양간식,뉴케어 구수한맛 클래식 1BOX + 영양간식,건강식품,대상웰라이프 본사쇼핑몰,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,51,60.5,44990,44990.0,24238,24238,4.9,4.9,,,51,70,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,센트룸 실버 포 우먼 종합 멀티 비타민 영양제 비타민b12,센트룸 실버 포 우먼 종합 멀티 비타민 영양제 112정 비타민B12 대용량,건강식품,티에스shop,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,42,47.0,35690,35690.0,10957,10957,4.8,4.8,,,52,42,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,고려은단 비타민c 1000 이지 비타민d,"고려은단 비타민C 1000 이지+비타민D 180정, 2개 (6개월분)",건강식품,고려은단몰,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,32,42.5,29900,29900.0,99999,99999,4.9,4.9,,,53,32,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,슈퍼적립 솔티스 눈 프로텍션 프로s3 눈 건강,[슈퍼적립] 솔티스 눈 프로텍션 프로S3 3박스 눈 건강,건강식품,Soltice,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,54,74.0,38700,38700.0,8809,8809,4.7,4.7,,,54,94,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,고려은단 멀티비타민 올인원 4종 택2,"고려은단 멀티비타민 올인원 60정 (4종 택2), 2개",건강식품,고려은단몰,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,40,48.0,42900,42900.0,6597,6597,4.9,4.9,,,56,40,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,종근당 락토핏 생유산균 골드 20억 x,종근당 락토핏 생유산균 골드 150포 5개월분 20억 50포 x 3통,건강식품,우북이,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,50,53.5,28900,28900.0,3371,3371,4.9,4.9,,,57,50,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,종근당 장건강프로젝트365 비피더스 유산균 100억,종근당 장건강프로젝트365 비피더스 유산균 100억,건강식품,종근당,1,1,naver_buy_daily,많이구매한BEST_일간,0,58,58.0,63900,63900,11060,11060,4.9,4.9,,,58,,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx
naver_shopping,gnm 올리브오일 1000mg 유기농 엑스트라버진 올리브유,GNM 올리브오일 1000mg 30캡슐 5박스 / 유기농 엑스트라버진 올리브유,건강식품,GNM 자연의품격,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,18,38.5,25900,25900.0,14482,14482,4.9,4.9,,,59,18,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,비엔날씬 비에날씬 프로 다이어트 유산균 모유유래 비엔알 bnr17 김희선,비엔날씬 비에날씬 프로 다이어트 유산균 모유유래 비엔알 BNR17 김희선,건강식품,영양닷컴,1,1,naver_buy_daily,많이구매한BEST_일간,0,60,60.0,41830,41830,640,640,4.7,4.7,,,60,,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx
naver_shopping,안국약품 토비콤 루테인 지아잔틴 아스타잔틴 루지아,안국약품 토비콤 루테인 지아잔틴 아스타잔틴 루지아,건강식품,안국약품,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,61,75.5,51000,51000.0,6328,6328,4.8,4.8,,,61,90,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,휴온스n 김정난 갱년기유산균yt1 메노락토 프로바이오틱스 프리미엄 징코,"[휴온스N] 김정난 갱년기유산균YT1 메노락토 프로바이오틱스 3개월분, 90캡슐 1박스+프리미엄 징코 12일분",건강식품,휴온스N,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,62,69.5,128000,128000.0,41442,41442,4.8,4.8,,,62,77,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,고려은단 메가도스b 비타민b 컴플렉스,"고려은단 메가도스B 비타민B 컴플렉스 60정, 3개 (6개월분)",건강식품,고려은단몰,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,63,71.0,47900,47900.0,34838,34838,4.9,4.9,,,63,79,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,혈액순환 진센큐 영양제 은행잎추출물 나토키나제 징코 혈행 기억력 뇌건강 키토나제12 효소 병풀잎 부원료,혈액순환 진센큐 영양제 4개월분 은행잎추출물 나토키나제 징코 혈행 기억력 뇌건강 키토나제12 효소 병풀잎(부원료),건강식품,바른뉴트리,1,1,naver_buy_daily,많이구매한BEST_일간,0,64,64.0,89000,89000,47316,47316,4.8,4.8,,,64,,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx
naver_shopping,아이뮨랩 루마큐라 3개월,(본사공식) 아이뮨랩 루마큐라 3개월,건강식품,아이뮨랩,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,58,61.5,119100,119100.0,420,420,4.7,4.7,,,65,58,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,총 이경제 흑염소 진액 진 엑기스 즙 이경재 국내산 70ml,(총 2박스 60포 2개월분) 이경제 흑염소 진액 진 엑기스 즙 이경재 국내산 리뉴얼 70ml,건강식품,홍동비책,1,1,naver_buy_daily,많이구매한BEST_일간,0,66,66.0,94900,94900,32246,32246,4.9,4.9,,,66,,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx
naver_shopping,락토핏 플러스 듀얼바이오틱스 생유산균 코스트코 종근당 프로바이오틱스 장,락토핏 플러스 듀얼바이오틱스 생유산균 200포 코스트코 종근당 프로바이오틱스 장 대용량,건강식품,티에스shop,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,67,69.0,31200,31200.0,9550,9550,4.8,4.8,,,67,71,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,암웨이 더블엑스 리필 종합 비타민 무기질,암웨이 더블엑스 리필 종합 비타민 무기질,건강식품,NATUREMARKET,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,68,77.5,67500,67500.0,4308,4308,4.9,4.9,,,68,87,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,더리얼 캐나다 알티지 rtg 오메가3 맥스 1400 초임계 2개월 epa dha,더리얼 캐나다 알티지 rTG 오메가3 맥스 1400 초임계 2개월 EPA DHA,건강식품,The Real,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,61,65.0,35900,35900.0,99999,99999,4.8,4.8,,,69,61,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,속편한 고려은단 비타민c 1000 중성비타민c,"속편한 고려은단 비타민C 1000 중성비타민C 120정, 2개 (8개월분)",건강식품,고려은단몰,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,64,67.0,33900,33900.0,67529,67529,4.9,4.9,,,70,64,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,gnm 루테인 지아잔틴 아스타잔틴,"GNM 루테인 지아잔틴 아스타잔틴 30캡슐, 3개",건강식품,GNM 자연의품격,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,71,74.5,36900,36900.0,47431,47431,4.9,4.9,,,71,78,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,솔티스 간 프로텍션 쉬잔세틴 개별인정원료,솔티스 간 프로텍션 쉬잔세틴 개별인정원료,건강식품,Soltice,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,72,80.5,50700,50700.0,1145,1145,4.7,4.7,,,72,89,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,고려은단 코엔자임q10,"고려은단 코엔자임Q10 90캡슐, 2개 (6개월분)",건강식품,고려은단몰,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,44,58.5,33900,33900.0,15459,15459,4.9,4.9,,,73,44,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,덕인가 저온 발효 황칠 뿌리 진액 명인황근 체험,덕인가 저온 발효 황칠 뿌리 진액 명인황근 30포 + 체험 1포,건강식품,덕인가,1,1,naver_buy_daily,많이구매한BEST_일간,0,74,74.0,198000,198000,968,968,4.8,4.8,,,74,,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx
naver_shopping,ydy 폴라초임계오메가3 알티지오메가 고상온약사 성분배합,YDY 폴라초임계오메가3 알티지오메가 고상온약사 성분배합,건강식품,YDY뉴트리션,1,1,naver_buy_daily,많이구매한BEST_일간,0,75,75.0,89000,89000,17279,17279,4.9,4.9,,,75,,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx
naver_shopping,총 gnm 칼슘 마그네슘 아연 비타민d x 칼마디,[총 9개월분] GNM 칼슘 마그네슘 아연 비타민D 90정 x 3병 / 칼마디,건강식품,GNM 자연의품격,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,51,63.5,33900,33900.0,58056,58056,4.9,4.9,,,76,51,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,종근당건강 아이클리어 루테인 지아잔틴 아스타잔틴,종근당건강 아이클리어 루테인 지아잔틴 아스타잔틴,건강식품,종근당건강,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,65,71.0,75000,75000.0,7841,7841,4.9,4.9,,,77,65,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,4 1 뉴트리코어 하이퍼셀 대마종자유 맥스 햄프씨드 오일 5개월,[4+1] 뉴트리코어 하이퍼셀 대마종자유 맥스 햄프씨드 오일 5개월,건강식품,뉴트리코어,1,1,naver_buy_daily,많이구매한BEST_일간,0,78,78.0,108000,108000,1511,1511,4.7,4.7,,,78,,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx
naver_shopping,비토노 이왕재박사 메가 비타민c 2000mg 고함량 영국산 분말 비타민씨,비토노 이왕재박사 메가 비타민C 2000mg 고함량 영국산 분말 비타민씨,건강식품,비토노헬스케어,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,79,80.5,65900,65900.0,34075,34075,4.9,4.9,,,79,82,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,센트룸 우먼 더블업,센트룸 우먼 더블업,건강식품,센트룸 공식스토어,1,1,naver_buy_daily,많이구매한BEST_일간,0,80,80.0,69000,69000,24944,24944,4.9,4.9,,,80,,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx
naver_shopping,부스터워터 두드림 슬림웨이 카무트 브랜드밀 발효효소,🎁부스터워터 증정🎁 [두드림] 슬림웨이 카무트 브랜드밀 발효효소,건강식품,두드림공식스토어,1,1,naver_buy_daily,많이구매한BEST_일간,0,81,81.0,69900,69900,2248,2248,4.8,4.8,,,81,,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx
naver_shopping,이태리산 유기농 대마종자유 냉압착 대마씨유,[이태리산] 유기농 대마종자유 냉압착 대마씨유 1병,건강식품,투오가닉,1,1,naver_buy_daily,많이구매한BEST_일간,0,82,82.0,21900,21900,1193,1193,4.8,4.8,,,82,,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx
naver_shopping,고려은단 메가도스 비타민c 3000 고함량 비타민씨 영국산비타민c 가루 2개월,고려은단 메가도스 비타민C 3000 고함량 비타민씨 영국산비타민c 가루 2개월,건강식품,영양닷컴,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,48,65.5,19430,19430.0,3124,3124,4.9,4.9,,,83,48,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,손흥민 pick 하루틴 리포좀 비타민c,[손흥민 PICK] 하루틴 리포좀 비타민C,건강식품,하루틴 공식스토어,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,69,76.5,62900,62900.0,38515,38515,4.8,4.8,,,84,69,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,bnr17유산균 비엔날씬 비에날씬 프로 김희선 다이어트 유산균,BNR17유산균 비엔날씬 비에날씬 프로 김희선 다이어트 유산균,건강식품,뉴트라이트,1,1,naver_buy_daily,많이구매한BEST_일간,0,85,85.0,131300,131300,10187,10187,4.8,4.8,,,85,,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx
naver_shopping,뉴트리원 이병헌 브레인 알파 피에스 포스파티딜세린 두 뇌 인지력,뉴트리원 이병헌 브레인 알파 피에스 포스파티딜세린 두 뇌 인지력,건강식품,뉴트리원공식스토어,1,1,naver_buy_daily,많이구매한BEST_일간,0,86,86.0,131900,131900,19821,19821,4.8,4.8,,,86,,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx
naver_shopping,국내발송 자로우 펨 도피러스 업그레이드 여성 질유산균 팸 도필러스 재로우 임산부 변비,국내발송 자로우 펨 도피러스 업그레이드 60캡슐 여성 질유산균 팸 도필러스 재로우 임산부 변비,건강식품,레이놀즈코리아,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,83,85.0,32900,32900.0,2656,2656,4.9,4.9,,,87,83,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,저스트글로우 알파리포산 r리포산 600mg 약4개월분 효능,저스트글로우 알파리포산 R리포산 600mg 120캡슐 약4개월분 효능,건강식품,뉴트리엄 캐나다,1,1,naver_buy_daily,많이구매한BEST_일간,0,88,88.0,42800,42800,345,345,4.8,4.8,,,88,,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx
naver_shopping,센트룸 맨 더블업,센트룸 맨 더블업,건강식품,센트룸 공식스토어,1,1,naver_buy_daily,많이구매한BEST_일간,0,89,89.0,69000,69000,22354,22354,4.9,4.9,,,89,,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx
naver_shopping,신신제약 미야리산u 낙산균 프로바이오틱스,[신신제약] 미야리산U 낙산균 프로바이오틱스,건강식품,신신제약 신신HL몰,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,35,62.5,45000,45000.0,27878,27878,4.8,4.8,,,90,35,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,바이오크로스 남진 쏘팔코사놀 레드 옥타코사놀 쏘팔메토 골드,바이오크로스 남진 쏘팔코사놀 레드 4개월분 옥타코사놀 쏘팔메토 골드,건강식품,쏘팔코사놀,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,68,79.5,120000,120000.0,13338,13338,4.8,4.8,,,91,68,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,디아이3 루테인 아스타잔틴 오메가3 눈건강,디아이3 루테인 아스타잔틴 오메가3 눈건강,건강식품,차이뉴트리,1,1,naver_buy_daily,많이구매한BEST_일간,0,92,92.0,59000,59000,4148,4148,4.9,4.9,,,92,,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx
naver_shopping,두뇌엔 닥터 ps맥스 ps80 서울대 위바이옴 포스파티딜세린 영양제 두뇌,두뇌엔 닥터 PS맥스 PS80 서울대 위바이옴 포스파티딜세린 영양제 두뇌,건강식품,뉴트라이트,1,1,naver_buy_daily,많이구매한BEST_일간,0,93,93.0,227800,227800,1037,1037,4.8,4.8,,,93,,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx
naver_shopping,서울대 위바이옴 두뇌엔 닥터ps 맥스 순도80 포스파티딜세린 분말,서울대 위바이옴 두뇌엔 닥터PS 맥스 순도80% 포스파티딜세린 분말,건강식품,위바이옴,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,46,70.0,199000,199000.0,7687,7687,4.9,4.9,,,94,46,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,유통기한 27년 1월 멀티비타민 오쏘몰 바이탈 m 쇼핑백 총,(유통기한 27년 1월) 멀티비타민 오쏘몰 바이탈 M 7일분 4박스 + 1일분 2개 + 쇼핑백 총 30일분,건강식품,동아제약,1,1,naver_buy_daily,많이구매한BEST_일간,0,95,95.0,83000,83000,6197,6197,4.9,4.9,,,95,,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx
naver_shopping,비타바움 멀티비타민키즈 v complex15,[비타바움] 멀티비타민키즈 + V - Complex15 (30일분),건강식품,컬리N마트,1,1,naver_buy_daily,많이구매한BEST_일간,0,96,96.0,95200,95200,45,45,4.9,4.9,,,96,,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx
naver_shopping,오쏘몰 이뮨 멀티비타민 동아제약 고급 쇼핑백,오쏘몰 이뮨 멀티비타민 30일분 동아제약 국내배송 고급 쇼핑백,건강식품,JUNE.MARKET,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,62,79.5,77900,77900.0,696,696,4.9,4.9,,,97,62,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,헤라클레스 엑스퍼트 알래스카 알티지 오메가3,헤라클레스 엑스퍼트 알래스카 알티지 오메가3,건강식품,HERACLES,1,1,naver_buy_daily,많이구매한BEST_일간,0,98,98.0,79800,79800,7750,7750,4.9,4.9,,,98,,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx
naver_shopping,솔가 철분제 25,솔가 철분제 25,건강식품,솔가 공식스토어,1,1,naver_buy_daily,많이구매한BEST_일간,0,99,99.0,25200,25200,30819,30819,4.9,4.9,,,99,,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx
naver_shopping,락티브 식물성 멜라토닌 2mg 함유 멜라드림,[6개월분] 락티브 식물성 멜라토닌 2mg 함유 멜라드림,건강식품,락티브,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,49,74.5,49000,49000.0,41629,41629,4.7,4.7,,,100,49,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,장사의신 장신몰 홍삼진액 6년근 국산 홍삼 농축액 스틱 선물세트 활력의신 12g,[장사의신 장신몰] 홍삼진액 6년근 국산 홍삼 농축액 스틱 선물세트 활력의신 12g 30포,건강식품,장사의신몰,1,1,naver_buy_weekly,많이구매한BEST_주간,0,10,10.0,21900,21900,2188,2188,4.9,4.9,,,,10,네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,슈퍼적립 cj 바이오코어 500억 보장 부자 화사 유산균 상온보관 프로바이오틱스,[슈퍼적립 / 6개월분] CJ 바이오코어 500억 보장 부자 화사 유산균 상온보관 프로바이오틱스,건강식품,CJ웰케어 스토어,1,1,naver_buy_weekly,많이구매한BEST_주간,0,24,24.0,169000,169000,57040,57040,4.9,4.9,,,,24,네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,멀티비타민 오쏘몰 이뮨 비타민 쇼핑백 이뮨샷,멀티비타민 오쏘몰 이뮨 비타민 30일분 + 쇼핑백 이뮨샷,건강식품,동아제약,1,1,naver_buy_weekly,많이구매한BEST_주간,0,31,31.0,104000,104000,87972,87972,4.9,4.9,,,,31,네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,식물성캡슐 gnm 코엔자임q10 비타민 미네랄 10종 코큐텐,[식물성캡슐] GNM 코엔자임Q10 비타민 미네랄 10종 4박스 / 코큐텐,건강식품,GNM 자연의품격,1,1,naver_buy_weekly,많이구매한BEST_주간,0,41,41.0,29800,29800,82818,82818,4.8,4.8,,,,41,네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,gnm 올인원 뉴트리션 멀티비타민 종합비타민,"GNM 올인원 뉴트리션 멀티비타민 30개입, 1개 / 종합비타민",건강식품,GNM 자연의품격,1,1,naver_buy_weekly,많이구매한BEST_주간,0,45,45.0,36900,36900,42115,42115,4.9,4.9,,,,45,네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,킹 프리미엄 프로바이오틱스 모유 생 유산균 500mg x,킹 프리미엄 프로바이오틱스 모유 생 유산균 500mg x 60캡슐 2개월분,건강식품,샵인터내셔널,1,1,naver_buy_weekly,많이구매한BEST_주간,0,54,54.0,24800,24800,99999,99999,4.8,4.8,,,,54,네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,유한양행 엘레나 질유산균 임산부 수유부 프로바이오틱스,유한양행 엘레나 질유산균 임산부 수유부 프로바이오틱스,건강식품,유한양행 본사직영몰,1,1,naver_buy_weekly,많이구매한BEST_주간,0,55,55.0,70000,70000,99999,99999,4.9,4.9,,,,55,네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,유니시티 바이오스 라이프 이에너지 e 에너지 멀티비타민 9g,유니시티 바이오스 라이프 이에너지 E 에너지 멀티비타민 9g,건강식품,헬스네이션,1,1,naver_buy_weekly,많이구매한BEST_주간,0,67,67.0,90900,90900,11943,11943,4.8,4.8,,,,67,네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,순담록 녹용 진액 직장인 노인 청소년 아이 어린이 녹용 즙,순담록 녹용 진액 30포 직장인 노인 청소년 아이 어린이 녹용 즙,건강식품,다모아백화점,1,1,naver_buy_weekly,많이구매한BEST_주간,0,72,72.0,139000,139000,3560,3560,4.8,4.8,,,,72,네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,종근당 눈 루테인 지아잔틴 아스타잔틴 영양제,종근당 눈 루테인 지아잔틴 아스타잔틴 영양제 2개월분,건강식품,비타헬스,1,1,naver_buy_weekly,많이구매한BEST_주간,0,74,74.0,28500,28500,1797,1797,4.8,4.8,,,,74,네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
